Datetime,Close,High,Low,Open,Volume
,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
2025-07-06 00:00:00+00:00,108238.1796875,108276.765625,108148.6484375,108247.4140625,0
2025-07-06 01:00:00+00:00,108239.96875,108243.96875,108147.0390625,108243.96875,638107648
2025-07-06 02:00:00+00:00,108166.234375,108288.8515625,108160.5390625,108244.6796875,0
2025-07-06 03:00:00+00:00,108088.8515625,108155.015625,108072.3125,108155.015625,0
2025-07-06 04:00:00+00:00,108025.8046875,108130.46875,107999.8984375,108085.359375,0
2025-07-06 05:00:00+00:00,108036.5,108054.03125,107997.78125,108026.2890625,11692032
2025-07-06 06:00:00+00:00,108179.546875,108245.515625,108015.21875,108043.703125,191395840
2025-07-06 07:00:00+00:00,108082.5390625,108211.546875,108077.5078125,108171.4609375,0
2025-07-06 08:00:00+00:00,108033.875,108099.421875,108005.71875,108084.765625,0
2025-07-06 09:00:00+00:00,107890.59375,108090.875,107890.59375,108036.1640625,0
2025-07-06 10:00:00+00:00,108022.40625,108136.4453125,107848.4375,107903.890625,1065267200
2025-07-06 11:00:00+00:00,108095.28125,108097.734375,107995.3125,108021.6484375,24854528
2025-07-06 12:00:00+00:00,108225.5390625,108234.9609375,108081.265625,108095.796875,217350144
2025-07-06 13:00:00+00:00,108894.3515625,109093.9921875,108235.5234375,108255.109375,1491312640
2025-07-06 14:00:00+00:00,108923.328125,109045.6953125,108713.6875,108834.53125,1248778240
2025-07-06 15:00:00+00:00,108918.4921875,108967.7734375,108733.6171875,108955.421875,0
2025-07-06 16:00:00+00:00,108863.3515625,108958.71875,108745.71875,108958.71875,1102372864
2025-07-06 17:00:00+00:00,108930.9609375,108982.203125,108764.578125,108845.703125,0
2025-07-06 18:00:00+00:00,108477.453125,108932.6953125,108367.203125,108929.4296875,0
2025-07-06 19:00:00+00:00,108527.1328125,108633.0625,108353.9609375,108521.5859375,625231872
2025-07-06 20:00:00+00:00,108747.0625,108847.34375,108564.65625,108564.65625,698865664
2025-07-06 21:00:00+00:00,109176.3359375,109700.84375,108739.46875,108740.9140625,927680512
2025-07-06 22:00:00+00:00,109257.1953125,109524.0,109256.6953125,109257.953125,745349120
2025-07-06 23:00:00+00:00,109236.2734375,109279.859375,109050.5703125,109246.5546875,1407328256
2025-07-07 00:00:00+00:00,108868.8046875,109283.890625,108856.3125,109209.1484375,506859520
2025-07-07 01:00:00+00:00,109048.796875,109118.3984375,108709.5546875,108854.9453125,0
2025-07-07 02:00:00+00:00,109408.09375,109503.9921875,109040.921875,109040.921875,1696288768
2025-07-07 03:00:00+00:00,109393.21875,109661.359375,109393.1640625,109393.1640625,0
2025-07-07 04:00:00+00:00,109144.8828125,109478.3359375,109144.8828125,109397.390625,1109364736
2025-07-07 05:00:00+00:00,109094.75,109209.0078125,109039.984375,109134.15625,0
2025-07-07 06:00:00+00:00,108789.8359375,109182.296875,108780.109375,109092.078125,1317990400
2025-07-07 07:00:00+00:00,109075.921875,109075.921875,108722.2421875,108811.3125,0
2025-07-07 08:00:00+00:00,109033.65625,109087.2890625,108910.2890625,109087.2890625,589475840
2025-07-07 09:00:00+00:00,108836.5234375,109033.65625,108811.484375,109033.65625,0
2025-07-07 10:00:00+00:00,108700.984375,108898.3984375,108700.984375,108821.0625,1289527296
2025-07-07 11:00:00+00:00,108690.28125,108792.3203125,108653.484375,108723.6796875,433184768
