Datetime,Close,High,Low,Open,Volume
,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
2025-07-06 00:00:00+00:00,2520.045166015625,2520.045166015625,2513.791748046875,2517.55224609375,0
2025-07-06 01:00:00+00:00,2518.251953125,2520.834228515625,2515.93310546875,2520.834228515625,1165008384
2025-07-06 02:00:00+00:00,2515.590576171875,2520.2822265625,2515.173095703125,2518.02392578125,0
2025-07-06 03:00:00+00:00,2515.42578125,2515.56640625,2510.9287109375,2515.047119140625,0
2025-07-06 04:00:00+00:00,2513.239013671875,2517.936767578125,2512.045166015625,2515.57763671875,0
2025-07-06 05:00:00+00:00,2510.828125,2513.451904296875,2510.577880859375,2513.0166015625,41745408
2025-07-06 06:00:00+00:00,2522.560546875,2526.352783203125,2510.337890625,2511.182373046875,170662912
2025-07-06 07:00:00+00:00,2518.849365234375,2525.573974609375,2518.849365234375,2522.628173828125,0
2025-07-06 08:00:00+00:00,2513.571044921875,2518.91845703125,2510.1201171875,2518.427001953125,55378944
2025-07-06 09:00:00+00:00,2508.899169921875,2517.584716796875,2508.86474609375,2513.544189453125,0
2025-07-06 10:00:00+00:00,2509.603515625,2514.104248046875,2505.370849609375,2508.776123046875,959397376
2025-07-06 11:00:00+00:00,2516.699462890625,2516.699462890625,2509.0146484375,2509.0146484375,3006464
2025-07-06 12:00:00+00:00,2520.644287109375,2520.953857421875,2512.862548828125,2516.492919921875,42283008
2025-07-06 13:00:00+00:00,2561.2744140625,2568.38037109375,2518.4150390625,2520.530029296875,927226880
2025-07-06 14:00:00+00:00,2559.23046875,2565.410888671875,2552.6669921875,2558.44384765625,686356480
2025-07-06 15:00:00+00:00,2558.221923828125,2561.701904296875,2550.850341796875,2560.09814453125,0
2025-07-06 16:00:00+00:00,2552.23388671875,2559.875244140625,2544.517822265625,2558.348388671875,931959808
2025-07-06 17:00:00+00:00,2547.69140625,2552.33203125,2545.650634765625,2552.33203125,85613568
2025-07-06 18:00:00+00:00,2531.72021484375,2547.673828125,2526.371826171875,2547.673828125,149409792
2025-07-06 19:00:00+00:00,2540.63818359375,2540.63818359375,2532.146240234375,2532.146240234375,0
2025-07-06 20:00:00+00:00,2546.8701171875,2549.786376953125,2541.243408203125,2541.3349609375,0
2025-07-06 21:00:00+00:00,2587.9287109375,2599.41748046875,2545.9619140625,2546.635009765625,1336950784
2025-07-06 22:00:00+00:00,2582.210205078125,2603.064697265625,2582.210205078125,2589.2802734375,600912896
2025-07-06 23:00:00+00:00,2571.537353515625,2582.54296875,2564.68798828125,2582.54296875,1354301440
2025-07-07 00:00:00+00:00,2561.709716796875,2573.00048828125,2558.88330078125,2571.060302734375,176859136
2025-07-07 01:00:00+00:00,2563.705078125,2564.53857421875,2552.758544921875,2561.462646484375,0
2025-07-07 02:00:00+00:00,2576.759033203125,2583.188232421875,2563.532470703125,2563.532470703125,1295376384
2025-07-07 03:00:00+00:00,2577.243896484375,2588.1728515625,2575.666259765625,2576.7548828125,0
2025-07-07 04:00:00+00:00,2573.650146484375,2580.37744140625,2570.945556640625,2577.53369140625,1114883072
2025-07-07 05:00:00+00:00,2569.5703125,2577.296630859375,2567.8310546875,2573.728271484375,0
2025-07-07 06:00:00+00:00,2565.6708984375,2576.63232421875,2565.04931640625,2569.7060546875,1106936832
2025-07-07 07:00:00+00:00,2578.804443359375,2578.819580078125,2561.789794921875,2565.578369140625,0
2025-07-07 08:00:00+00:00,2585.182861328125,2586.7431640625,2572.2490234375,2578.8017578125,1093292032
2025-07-07 09:00:00+00:00,2571.369140625,2585.349609375,2569.774169921875,2585.349609375,410225664
2025-07-07 10:00:00+00:00,2559.860107421875,2572.555908203125,2559.860107421875,2572.555908203125,272934912
2025-07-07 11:00:00+00:00,2564.634521484375,2564.71630859375,2554.589599609375,2558.35107421875,409567232
2025-07-07 12:00:00+00:00,2548.55859375,2564.604736328125,2546.874755859375,2563.93798828125,0
2025-07-07 13:00:00+00:00,2566.8642578125,2566.8642578125,2540.7255859375,2549.88427734375,0
2025-07-07 14:00:00+00:00,2534.35205078125,2566.633056640625,2531.688720703125,2565.11474609375,323847168
2025-07-07 15:00:00+00:00,2534.3857421875,2543.123779296875,2531.118896484375,2533.69775390625,241751040
2025-07-07 16:00:00+00:00,2525.225830078125,2541.174072265625,2522.024658203125,2534.016845703125,1815612416
2025-07-07 17:00:00+00:00,2532.98046875,2544.77294921875,2517.903564453125,2524.06103515625,277278720
2025-07-07 18:00:00+00:00,2535.080322265625,2538.199951171875,2522.630859375,2533.15673828125,0
2025-07-07 19:00:00+00:00,2545.596435546875,2555.8798828125,2540.8994140625,2544.0283203125,77065216
2025-07-07 20:00:00+00:00,2532.715087890625,2544.164306640625,2531.42626953125,2544.164306640625,1881525248
2025-07-07 21:00:00+00:00,2539.474609375,2542.212890625,2525.315185546875,2533.83056640625,0
2025-07-07 22:00:00+00:00,2535.830810546875,2540.855712890625,2530.7568359375,2539.72802734375,555677696
2025-07-07 23:00:00+00:00,2542.967529296875,2545.1845703125,2536.224853515625,2536.224853515625,0
2025-07-08 00:00:00+00:00,2540.6396484375,2552.859619140625,2540.0146484375,2542.6005859375,109623296
